Year,Carrier Number,locality,CPT,Modifier,Non Facility Fee,Facility Fee,PCTC Indicator,Status Code,Multiple Surgery Indicator
2024,4412,18,32151,  ,1058.97,1058.97,0,A,2
2024,4412,18,32160,  ,838.16,838.16,0,A,2
2024,4412,18,32200,  ,1200.51,1200.51,0,A,2
2024,4412,18,32215,  ,845.92,845.92,0,A,2
2024,4412,18,32220,  ,1680.56,1680.56,0,A,2
2024,4412,18,32225,  ,1046.33,1046.33,0,A,2
2024,4412,18,32310,  ,967.69,967.69,0,A,2
2024,4412,18,32320,  ,1687.21,1687.21,0,A,2
2024,4412,18,32400,  ,171.35,85.21,0,A,2
2024,4412,18,32408,  ,846.18,154.4,0,A,2
2024,4412,18,32440,  ,1649.71,1649.71,0,A,2
2024,4412,18,32442,  ,3208.93,3208.93,0,A,2
2024,4412,18,32445,  ,3710,3710,0,A,2
2024,4412,18,32480,  ,1554.55,1554.55,0,A,2
2024,4412,18,32482,  ,1661.32,1661.32,0,A,2
2024,4412,18,32484,  ,1506.44,1506.44,0,A,2
2024,4412,18,32486,  ,2461.22,2461.22,0,A,2
2024,4412,18,32488,  ,2514.15,2514.15,0,A,2
2024,4412,18,32491,  ,1550.13,1550.13,0,R,2
2024,4412,18,32501,  ,255.91,255.91,0,A,0
2024,4412,18,32503,  ,1887.11,1887.11,0,A,2
2024,4412,18,32504,  ,2150.75,2150.75,0,A,2
2024,4412,18,32505,  ,979.35,979.35,0,A,2
2024,4412,18,32506,  ,163.88,163.88,0,A,0
2024,4412,18,32507,  ,163.54,163.54,0,A,0
2024,4412,18,32540,  ,1818.17,1818.17,0,A,2
2024,4412,18,32550,  ,777.98,209.06,0,A,0
2024,4412,18,32551,  ,161.52,161.52,0,A,2
2024,4412,18,32552,  ,188.22,161.51,0,A,2
2024,4412,18,32553,  ,508.31,177.44,0,A,2
2024,4412,18,32554,  ,237.55,90.65,0,A,2
2024,4412,18,32555,  ,315.98,110.64,0,A,2
2024,4412,18,32556,  ,743.78,128.11,0,A,2
2024,4412,18,32557,  ,659.72,151.23,0,A,2
2024,4412,18,32560,  ,256.22,78.6,0,A,2
2024,4412,18,32561,  ,97.49,68.78,0,A,2
2024,4412,18,32562,  ,87.15,61.44,0,A,2
2024,4412,18,32601,  ,323.34,323.34,0,A,2
2024,4412,18,32604,  ,503.63,503.63,0,A,2
2024,4412,18,32606,  ,484.65,484.65,0,A,2
2024,4412,18,32607,  ,322.68,322.68,0,A,2
2024,4412,18,32608,  ,397.48,397.48,0,A,2
2024,4412,18,32609,  ,267.13,267.13,0,A,2
2024,4412,18,32650,  ,702.91,702.91,0,A,2
2024,4412,18,32651,  ,1151.39,1151.39,0,A,2
2024,4412,18,32652,  ,1747.48,1747.48,0,A,2
2024,4412,18,32653,  ,1110.32,1110.32,0,A,2
2024,4412,18,32654,  ,1240.33,1240.33,0,A,2
2024,4412,18,32655,  ,1006.5,1006.5,0,A,2
2024,4412,18,32656,  ,845.13,845.13,0,A,2
2024,4412,18,32658,  ,752.69,752.69,0,A,2
2024,4412,18,32659,  ,772.74,772.74,0,A,2
2024,4412,18,32661,  ,841.43,841.43,0,A,2
2024,4412,18,32662,  ,941.12,941.12,0,A,2
2024,4412,18,32663,  ,1469.35,1469.35,0,A,2
2024,4412,18,32664,  ,893.3,893.3,0,A,2
2024,4412,18,32665,  ,1294.95,1294.95,0,A,2
2024,4412,18,32666,  ,915.48,915.48,0,A,2
2024,4412,18,32667,  ,164.35,164.35,0,A,0
2024,4412,18,32668,  ,164.35,164.35,0,A,0
2024,4412,18,32669,  ,1410.67,1410.67,0,A,2
2024,4412,18,32670,  ,1680.18,1680.18,0,A,2
2024,4412,18,32671,  ,1862.81,1862.81,0,A,2
2024,4412,18,32672,  ,1595.51,1595.51,0,A,2
2024,4412,18,32673,  ,1277.82,1277.82,0,A,2
2024,4412,18,32674,  ,226.1,226.1,0,A,0
2024,4412,18,32701,  ,217.87,217.87,2,A,0
2024,4412,18,32800,  ,992.03,992.03,0,A,2
2024,4412,18,32810,  ,950.26,950.26,0,A,2
2024,4412,18,32815,  ,2943.08,2943.08,0,A,2
2024,4412,18,32820,  ,1402.85,1402.85,0,A,2
2024,4412,18,32851,  ,3438.24,3438.24,0,A,2
2024,4412,18,32852,  ,3692.27,3692.27,0,A,2
2024,4412,18,32853,  ,4807.04,4807.04,0,A,2
2024,4412,18,32854,  ,5089.85,5089.85,0,A,2
2024,4412,18,32900,  ,1433.16,1433.16,0,A,2
2024,4412,18,32905,  ,1404.37,1404.37,0,A,2
2024,4412,18,32906,  ,1733.14,1733.14,0,A,2
2024,4412,18,32940,  ,1297.54,1297.54,0,A,2
2024,4412,18,32960,  ,129.24,91.85,0,A,2
2024,4412,18,32994,  ,4769.44,442.77,0,A,2
2024,4412,18,32997,  ,340.25,340.25,0,A,2
2024,4412,18,32998,  ,3051.33,443.44,0,A,2
2024,4412,18,33016,  ,244.09,244.09,0,A,2
2024,4412,18,33017,  ,257.81,257.81,0,A,2
2024,4412,18,33018,  ,301.53,301.53,0,A,2
2024,4412,18,33019,  ,213.93,213.93,0,A,2
2024,4412,18,33020,  ,864.3,864.3,0,A,2
2024,4412,18,33025,  ,809.24,809.24,0,A,2
2024,4412,18,33030,  ,2097.67,2097.67,0,A,2
2024,4412,18,33031,  ,2592.18,2592.18,0,A,2
2024,4412,18,33050,  ,1060.12,1060.12,0,A,2
2024,4412,18,33120,  ,2190.67,2190.67,0,A,2
2024,4412,18,33130,  ,1425.9,1425.9,0,A,2
2024,4412,18,33140,  ,1622.83,1622.83,0,A,2
2024,4412,18,33141,  ,138.18,138.18,0,A,0
2024,4412,18,33202,  ,809.24,809.24,0,A,2
2024,4412,18,33203,  ,852.17,852.17,0,A,2
2024,4412,18,33206,  ,472.1,472.1,0,A,2
2024,4412,18,33207,  ,497.21,497.21,0,A,2
2024,4412,18,33208,  ,538.36,538.36,0,A,2
2024,4412,18,33210,  ,167.22,167.22,0,A,2
2024,4412,18,33211,  ,175.14,175.14,0,A,2
2024,4412,18,33212,  ,336.23,336.23,0,A,2
2024,4412,18,33213,  ,352.16,352.16,0,A,2
2024,4412,18,33214,  ,497.52,497.52,0,A,2
2024,4412,18,33215,  ,323.24,323.24,0,A,2
2024,4412,18,33216,  ,385.81,385.81,0,A,2
2024,4412,18,33217,  ,383.13,383.13,0,A,2
2024,4412,18,33218,  ,404.59,404.59,0,A,2
2024,4412,18,33220,  ,396.48,396.48,0,A,2
2024,4412,18,33221,  ,371.5,371.5,0,A,2
2024,4412,18,33222,  ,356.8,356.8,0,A,2
2024,4412,18,33223,  ,425.56,425.56,0,A,2
2024,4412,18,33224,  ,531.49,531.49,0,A,2
2024,4412,18,33225,  ,479.66,479.66,0,A,0
2024,4412,18,33226,  ,509.32,509.32,0,A,2
2024,4412,18,33227,  ,353.15,353.15,0,A,2
2024,4412,18,33228,  ,368.62,368.62,0,A,2
2024,4412,18,33229,  ,387.55,387.55,0,A,2
2024,4412,18,33230,  ,390.07,390.07,0,A,2
2024,4412,18,33231,  ,416.95,416.95,0,A,2
2024,4412,18,33233,  ,241.92,241.92,0,A,2
2024,4412,18,33234,  ,502.96,502.96,0,A,2
2024,4412,18,33235,  ,660.85,660.85,0,A,2
2024,4412,18,33236,  ,818.71,818.71,0,A,2
2024,4412,18,33237,  ,879.33,879.33,0,A,2
2024,4412,18,33238,  ,994.62,994.62,0,A,2
2024,4412,18,33240,  ,383.35,383.35,0,A,2
2024,4412,18,33241,  ,223.25,223.25,0,A,2
2024,4412,18,33243,  ,1442.46,1442.46,0,A,2
2024,4412,18,33244,  ,897.11,897.11,0,A,2
2024,4412,18,33249,  ,947.86,947.86,0,A,2
2024,4412,18,33250,  ,1518.88,1518.88,0,A,2
2024,4412,18,33251,  ,1712.29,1712.29,0,A,2
2024,4412,18,33254,  ,1428.49,1428.49,0,A,2
2024,4412,18,33255,  ,1694.9,1694.9,0,A,2
2024,4412,18,33256,  ,2008.56,2008.56,0,A,2
2024,4412,18,33257,  ,610.54,610.54,0,A,0
2024,4412,18,33258,  ,678.06,678.06,0,A,0
2024,4412,18,33259,  ,887.27,887.27,0,A,0
2024,4412,18,33261,  ,1679.76,1679.76,0,A,2
2024,4412,18,33262,  ,386.89,386.89,0,A,2
2024,4412,18,33263,  ,402.3,402.3,0,A,2
2024,4412,18,33264,  ,419.7,419.7,0,A,2
2024,4412,18,33265,  ,1427.22,1427.22,0,A,2
2024,4412,18,33266,  ,1929.27,1929.27,0,A,2
2024,4412,18,33267,  ,1094.03,1094.03,0,A,2
2024,4412,18,33268,  ,135.43,135.43,0,A,0
2024,4412,18,33269,  ,869.86,869.86,0,A,2
2024,4412,18,33270,  ,582.06,582.06,0,A,2
2024,4412,18,33271,  ,474.38,474.38,0,A,2
2024,4412,18,33272,  ,361.3,361.3,0,A,2
2024,4412,18,33273,  ,419.76,419.76,0,A,2
2024,4412,18,33274,  ,496.87,496.87,0,A,2
2024,4412,18,33275,  ,526.84,526.84,0,A,2
2024,4412,18,33276,  ,601.92,601.92,0,A,2
2024,4412,18,33277,  ,316.7,316.7,0,A,0
2024,4412,18,33278,  ,599.95,599.95,0,A,2
2024,4412,18,33279,  ,361.1,361.1,0,A,2
2024,4412,18,33280,  ,211.3,211.3,0,A,2
2024,4412,18,33281,  ,391.11,391.11,0,A,2
2024,4412,18,33285,  ,4156.68,91.1,0,A,2
2024,4412,18,33286,  ,134.35,89.28,0,A,2
2024,4412,18,33287,  ,402.95,402.95,0,A,2
2024,4412,18,33288,  ,533.09,533.09,0,A,2
2024,4412,18,33289,  ,347.3,347.3,0,A,2
2024,4412,18,33300,  ,2560.58,2560.58,0,A,2
2024,4412,18,33305,  ,4291.36,4291.36,0,A,2
2024,4412,18,33310,  ,1219.89,1219.89,0,A,2
2024,4412,18,33315,  ,2009.52,2009.52,0,A,2
2024,4412,18,33320,  ,1124.59,1124.59,0,A,2
2024,4412,18,33321,  ,1239.38,1239.38,0,A,2
2024,4412,18,33322,  ,1467.32,1467.32,0,A,2
2024,4412,18,33330,  ,1485.92,1485.92,0,A,2
2024,4412,18,33335,  ,1947,1947,0,A,2
2024,4412,18,33340,  ,810.81,810.81,0,A,2
2024,4412,18,33361,  ,1261.63,1261.63,0,A,2
2024,4412,18,33362,  ,1375.31,1375.31,0,A,2
2024,4412,18,33363,  ,1427.78,1427.78,0,A,2
2024,4412,18,33364,  ,1422.22,1422.22,0,A,2
2024,4412,18,33365,  ,1486.38,1486.38,0,A,2
2024,4412,18,33366,  ,1635.52,1635.52,0,A,2
2024,4412,18,33367,  ,635.34,635.34,0,A,0
2024,4412,18,33368,  ,770.1,770.1,0,A,0
2024,4412,18,33369,  ,1016.49,1016.49,0,A,0
2024,4412,18,33370,  ,138.83,138.83,0,A,0
2024,4412,18,33390,  ,2009.9,2009.9,0,A,2
2024,4412,18,33391,  ,2383.13,2383.13,0,A,2
2024,4412,18,33404,  ,1823.51,1823.51,0,A,2
2024,4412,18,33405,  ,2378.14,2378.14,0,A,2
2024,4412,18,33406,  ,3027.24,3027.24,0,A,2
2024,4412,18,33410,  ,2662.13,2662.13,0,A,2
2024,4412,18,33411,  ,3508.47,3508.47,0,A,2
2024,4412,18,33412,  ,3275.98,3275.98,0,A,2
2024,4412,18,33413,  ,3355.93,3355.93,0,A,2
2024,4412,18,33414,  ,2256.73,2256.73,0,A,2
2024,4412,18,33415,  ,2123.54,2123.54,0,A,2
2024,4412,18,33416,  ,2119.86,2119.86,0,A,2
2024,4412,18,33417,  ,1755.99,1755.99,0,A,2
2024,4412,18,33418,  ,1876.28,1876.28,0,A,2
2024,4412,18,33419,  ,440.7,440.7,0,A,0
2024,4412,18,33420,  ,1513.56,1513.56,0,A,2
2024,4412,18,33422,  ,1734.57,1734.57,0,A,2
2024,4412,18,33425,  ,2859,2859,0,A,2
2024,4412,18,33426,  ,2496.32,2496.32,0,A,2
2024,4412,18,33427,  ,2550.32,2550.32,0,A,2
2024,4412,18,33430,  ,2933.65,2933.65,0,A,2
2024,4412,18,33440,  ,3542.63,3542.63,0,A,2
2024,4412,18,33460,  ,2499.31,2499.31,0,A,2
2024,4412,18,33463,  ,3213.16,3213.16,0,A,2
2024,4412,18,33464,  ,2548.7,2548.7,0,A,2
2024,4412,18,33465,  ,2882.53,2882.53,0,A,2
2024,4412,18,33468,  ,2573.98,2573.98,0,A,2
2024,4412,18,33471,  ,1394.62,1394.62,0,A,2
2024,4412,18,33474,  ,2290.47,2290.47,0,A,2
2024,4412,18,33475,  ,2426,2426,0,A,2
2024,4412,18,33476,  ,1603.96,1603.96,0,A,2
2024,4412,18,33477,  ,1348.75,1348.75,0,A,2
2024,4412,18,33478,  ,1656.03,1656.03,0,A,2
2024,4412,18,33496,  ,1735.68,1735.68,0,A,2
2024,4412,18,33500,  ,1627.81,1627.81,0,A,2
2024,4412,18,33501,  ,1164.4,1164.4,0,A,2
2024,4412,18,33502,  ,1346.36,1346.36,0,A,2
2024,4412,18,33503,  ,1398.85,1398.85,0,A,2
2024,4412,18,33504,  ,1544.01,1544.01,0,A,2
2024,4412,18,33505,  ,2162.99,2162.99,0,A,2
2024,4412,18,33506,  ,2155.55,2155.55,0,A,2
2024,4412,18,33507,  ,1807.78,1807.78,0,A,2
2024,4412,18,33508,  ,16.75,16.75,0,A,0
2024,4412,18,33509,  ,180.51,180.51,0,A,0
2024,4412,18,33510,  ,2024.59,2024.59,0,A,2
2024,4412,18,33511,  ,2223.65,2223.65,0,A,2
2024,4412,18,33512,  ,2534.47,2534.47,0,A,2
2024,4412,18,33513,  ,2588.97,2588.97,0,A,2
2024,4412,18,33514,  ,2718.42,2718.42,0,A,2
2024,4412,18,33516,  ,2813.45,2813.45,0,A,2
2024,4412,18,33517,  ,196.04,196.04,0,A,0
2024,4412,18,33518,  ,429.09,429.09,0,A,0
2024,4412,18,33519,  ,567.95,567.95,0,A,0
2024,4412,18,33521,  ,680.52,680.52,0,A,0
2024,4412,18,33522,  ,765.15,765.15,0,A,0
2024,4412,18,33523,  ,859.66,859.66,0,A,0
2024,4412,18,33530,  ,547.77,547.77,0,A,0
2024,4412,18,33533,  ,1961.14,1961.14,0,A,2
2024,4412,18,33534,  ,2303.77,2303.77,0,A,2
2024,4412,18,33535,  ,2559.73,2559.73,0,A,2
2024,4412,18,33536,  ,2758.53,2758.53,0,A,2
2024,4412,18,33542,  ,2746.18,2746.18,0,A,2
2024,4412,18,33545,  ,3193.74,3193.74,0,A,2
2024,4412,18,33548,  ,3072.77,3072.77,0,A,2
2024,4412,18,33572,  ,241.59,241.59,0,A,0
2024,4412,18,33600,  ,1809.34,1809.34,0,A,2
2024,4412,18,33602,  ,1756.33,1756.33,0,A,2
2024,4412,18,33606,  ,1870.33,1870.33,0,A,2
2024,4412,18,33608,  ,1894.04,1894.04,0,A,2
2024,4412,18,33610,  ,1867.87,1867.87,0,A,2
2024,4412,18,33611,  ,2048.39,2048.39,0,A,2
2024,4412,18,33612,  ,2103.69,2103.69,0,A,2
2024,4412,18,33615,  ,2100,2100,0,A,2
2024,4412,18,33617,  ,2274.92,2274.92,0,A,2
2024,4412,18,33619,  ,2886.16,2886.16,0,A,2
2024,4412,18,33620,  ,1732.02,1732.02,0,A,2
2024,4412,18,33621,  ,977.33,977.33,0,A,2
2024,4412,18,33622,  ,3599.75,3599.75,0,A,2
2024,4412,18,33641,  ,1722.5,1722.5,0,A,2
2024,4412,18,33645,  ,1818.82,1818.82,0,A,2
2024,4412,18,33647,  ,1907.92,1907.92,0,A,2
2024,4412,18,33660,  ,1844.48,1844.48,0,A,2
2024,4412,18,33665,  ,2009.44,2009.44,0,A,2
2024,4412,18,33670,  ,2069.92,2069.92,0,A,2
2024,4412,18,33675,  ,2069.91,2069.91,0,A,2
2024,4412,18,33676,  ,2125.21,2125.21,0,A,2
2024,4412,18,33677,  ,2206.88,2206.88,0,A,2
2024,4412,18,33681,  ,1939.44,1939.44,0,A,2
2024,4412,18,33684,  ,1982.8,1982.8,0,A,2
2024,4412,18,33688,  ,1976.27,1976.27,0,A,2
2024,4412,18,33690,  ,1266.03,1266.03,0,A,2
2024,4412,18,33692,  ,2052.63,2052.63,0,A,2
2024,4412,18,33694,  ,2048.39,2048.39,0,A,2
2024,4412,18,33697,  ,2158.18,2158.18,0,A,2
2024,4412,18,33702,  ,1627.73,1627.73,0,A,2
2024,4412,18,33710,  ,2153.27,2153.27,0,A,2
2024,4412,18,33720,  ,1628.74,1628.74,0,A,2
2024,4412,18,33724,  ,1614.93,1614.93,0,A,2
2024,4412,18,33726,  ,2133.69,2133.69,0,A,2
2024,4412,18,33730,  ,2109.05,2109.05,0,A,2
2024,4412,18,33732,  ,1735.47,1735.47,0,A,2
2024,4412,18,33735,  ,1366.4,1366.4,0,A,2
2024,4412,18,33736,  ,1482.05,1482.05,0,A,2
2024,4412,18,33737,  ,1367.65,1367.65,0,A,2
2024,4412,18,33741,  ,782.97,782.97,0,A,2
2024,4412,18,33745,  ,1118.66,1118.66,0,A,2
2024,4412,18,33746,  ,447.14,447.14,0,A,0
2024,4412,18,33750,  ,1327.68,1327.68,0,A,2
2024,4412,18,33755,  ,1388.27,1388.27,0,A,2
2024,4412,18,33762,  ,1348.87,1348.87,0,A,2
2024,4412,18,33764,  ,1388.27,1388.27,0,A,2
2024,4412,18,33766,  ,1401.08,1401.08,0,A,2
2024,4412,18,33767,  ,1495.67,1495.67,0,A,2
2024,4412,18,33768,  ,436.35,436.35,0,A,0
2024,4412,18,33770,  ,2221.35,2221.35,0,A,2
2024,4412,18,33771,  ,2284.89,2284.89,0,A,2
2024,4412,18,33774,  ,1893.78,1893.78,0,A,2
2024,4412,18,33775,  ,1949.38,1949.38,0,A,2
2024,4412,18,33776,  ,2062.41,2062.41,0,A,2
2024,4412,18,33777,  ,1987.72,1987.72,0,A,2
2024,4412,18,33778,  ,2470.79,2470.79,0,A,2
2024,4412,18,33779,  ,2438.79,2438.79,0,A,2
2024,4412,18,33780,  ,2484.94,2484.94,0,A,2
2024,4412,18,33781,  ,2425.09,2425.09,0,A,2
2024,4412,18,33782,  ,3384.81,3384.81,0,A,2
2024,4412,18,33783,  ,3658.88,3658.88,0,A,2
2024,4412,18,33786,  ,2391.23,2391.23,0,A,2
2024,4412,18,33788,  ,1611.31,1611.31,0,A,2
2024,4412,18,33800,  ,1037.61,1037.61,0,A,2
2024,4412,18,33802,  ,1144.49,1144.49,0,A,2
2024,4412,18,33803,  ,1210.65,1210.65,0,A,2
2024,4412,18,33813,  ,1306.7,1306.7,0,A,2
2024,4412,18,33814,  ,1604.96,1604.96,0,A,2
2024,4412,18,33820,  ,1018.67,1018.67,0,A,2
2024,4412,18,33822,  ,1074.18,1074.18,0,A,2
2024,4412,18,33824,  ,1244.41,1244.41,0,A,2
2024,4412,18,33840,  ,1305.22,1305.22,0,A,2
2024,4412,18,33845,  ,1406.16,1406.16,0,A,2
2024,4412,18,33851,  ,1340.8,1340.8,0,A,2
2024,4412,18,33852,  ,1473.81,1473.81,0,A,2
2024,4412,18,33853,  ,1928.82,1928.82,0,A,2
2024,4412,18,33858,  ,3549.15,3549.15,0,A,2
2024,4412,18,33859,  ,2549.35,2549.35,0,A,2
2024,4412,18,33863,  ,3289.33,3289.33,0,A,2
2024,4412,18,33864,  ,3360.78,3360.78,0,A,2
2024,4412,18,33866,  ,961.39,961.39,0,A,0
2024,4412,18,33871,  ,3405.7,3405.7,0,A,2
2024,4412,18,33875,  ,2873.15,2873.15,0,A,2
2024,4412,18,33877,  ,3779.17,3779.17,0,A,2
2024,4412,18,33880,  ,1870.2,1870.2,0,A,2
2024,4412,18,33881,  ,1606.22,1606.22,0,A,2
2024,4412,18,33883,  ,1163.73,1163.73,0,A,2
2024,4412,18,33884,  ,415.19,415.19,0,A,0
2024,4412,18,33886,  ,1005.14,1005.14,0,A,2
2024,4412,18,33889,  ,834.2,834.2,0,A,2
2024,4412,18,33891,  ,1012.01,1012.01,0,A,2
2024,4412,18,33894,  ,1022.27,1022.27,0,A,2
2024,4412,18,33895,  ,813.63,813.63,0,A,2
2024,4412,18,33897,  ,604.53,604.53,0,A,2
2024,4412,18,33900,  ,598.13,598.13,0,A,2
2024,4412,18,33901,  ,786.14,786.14,0,A,2
2024,4412,18,33902,  ,758.9,758.9,0,A,2
2024,4412,18,33903,  ,894.24,894.24,0,A,2
2024,4412,18,33904,  ,300.68,300.68,0,A,0
2024,4412,18,33910,  ,2723.88,2723.88,0,A,2
2024,4412,18,33915,  ,1433.83,1433.83,0,A,2
2024,4412,18,33916,  ,4355.84,4355.84,0,A,2
2024,4412,18,33917,  ,1535.4,1535.4,0,A,2
2024,4412,18,33920,  ,1901.2,1901.2,0,A,2
2024,4412,18,33922,  ,1463.85,1463.85,0,A,2
2024,4412,18,33924,  ,298.71,298.71,0,A,0
2024,4412,18,33925,  ,1802.46,1802.46,0,A,2
2024,4412,18,33926,  ,2536.23,2536.23,0,A,2
2024,4412,18,33927,  ,2672.71,2672.71,0,A,2
2024,4412,18,33935,  ,5131.44,5131.44,0,R,2
2024,4412,18,33945,  ,5088.99,5088.99,0,R,2
2024,4412,18,33946,  ,322.45,322.45,0,A,0
2024,4412,18,33947,  ,357.1,357.1,0,A,0
2024,4412,18,33948,  ,245.25,245.25,0,A,0
2024,4412,18,33949,  ,240,240,0,A,0
2024,4412,18,33951,  ,439.26,439.26,0,A,2
2024,4412,18,33952,  ,445.19,445.19,0,A,2
2024,4412,18,33953,  ,490.79,490.79,0,A,2
2024,4412,18,33954,  ,497.41,497.41,0,A,2
2024,4412,18,33955,  ,859.83,859.83,0,A,2
2024,4412,18,33956,  ,874.82,874.82,0,A,2
2024,4412,18,33957,  ,191.05,191.05,0,A,2
2024,4412,18,33958,  ,191.05,191.05,0,A,2
2024,4412,18,33959,  ,243.86,243.86,0,A,2
2024,4412,18,33962,  ,243.86,243.86,0,A,2
2024,4412,18,33963,  ,485.14,485.14,0,A,2
2024,4412,18,33964,  ,512.32,512.32,0,A,2
2024,4412,18,33965,  ,191.05,191.05,0,A,2
2024,4412,18,33966,  ,247.41,247.41,0,A,2
2024,4412,18,33967,  ,269.52,269.52,0,A,2
2024,4412,18,33968,  ,35.18,35.18,0,A,0
2024,4412,18,33969,  ,283.03,283.03,0,A,2
2024,4412,18,33970,  ,367.7,367.7,0,A,2
2024,4412,18,33971,  ,741.23,741.23,0,A,2
2024,4412,18,33973,  ,520.96,520.96,0,A,2
2024,4412,18,33974,  ,930.96,930.96,0,A,2
2024,4412,18,33975,  ,1364.57,1364.57,0,A,2
2024,4412,18,33976,  ,1645.64,1645.64,0,A,2
2024,4412,18,33977,  ,1172.7,1172.7,0,A,2
2024,4412,18,33978,  ,1382.56,1382.56,0,A,2
2024,4412,18,33979,  ,2033.77,2033.77,0,A,2
2024,4412,18,33980,  ,1865.62,1865.62,0,A,2
2024,4412,18,33981,  ,861.48,861.48,0,A,2
2024,4412,18,33982,  ,2026.12,2026.12,0,A,2
2024,4412,18,33983,  ,2384.52,2384.52,0,A,2
2024,4412,18,33984,  ,296.82,296.82,0,A,2
2024,4412,18,33985,  ,532.57,532.57,0,A,2
2024,4412,18,33986,  ,547.59,547.59,0,A,2
2024,4412,18,33987,  ,216.51,216.51,0,A,0
2024,4412,18,33988,  ,806.28,806.28,0,A,2
2024,4412,18,33989,  ,512.32,512.32,0,A,2
2024,4412,18,33990,  ,375.52,375.52,0,A,2
2024,4412,18,33991,  ,472.86,472.86,0,A,2
2024,4412,18,33992,  ,195.88,195.88,0,A,2
2024,4412,18,33993,  ,172.32,172.32,0,A,2
2024,4412,18,33995,  ,368.9,368.9,0,A,2
2024,4412,18,33997,  ,168.15,168.15,0,A,2
2024,4412,18,34001,  ,962.34,962.34,0,A,2
2024,4412,18,34051,  ,1037.45,1037.45,0,A,2
2024,4412,18,34101,  ,624.91,624.91,0,A,2
2024,4412,18,34111,  ,624.24,624.24,0,A,2
2024,4412,18,34151,  ,1459.3,1459.3,0,A,2
2024,4412,18,34201,  ,1071.69,1071.69,0,A,2
2024,4412,18,34203,  ,994.78,994.78,0,A,2
2024,4412,18,34401,  ,1559.42,1559.42,0,A,2
2024,4412,18,34421,  ,731.67,731.67,0,A,2
2024,4412,18,34451,  ,1511.47,1511.47,0,A,2
2024,4412,18,34471,  ,1135.73,1135.73,0,A,2
2024,4412,18,34490,  ,605.53,605.53,0,A,2
2024,4412,18,34501,  ,941.89,941.89,0,A,2
2024,4412,18,34502,  ,1620.06,1620.06,0,A,2
2024,4412,18,34510,  ,1074.81,1074.81,0,A,2
2024,4412,18,34520,  ,1040.45,1040.45,0,A,2
2024,4412,18,34530,  ,990.2,990.2,0,A,2
2024,4412,18,34701,  ,1291.6,1291.6,0,A,2
2024,4412,18,34702,  ,1933.37,1933.37,0,A,2
2024,4412,18,34703,  ,1435.78,1435.78,0,A,2
2024,4412,18,34704,  ,2395.93,2395.93,0,A,2
2024,4412,18,34705,  ,1596.81,1596.81,0,A,2
2024,4412,18,34706,  ,2383.86,2383.86,0,A,2
2024,4412,18,34707,  ,1213.77,1213.77,0,A,2
2024,4412,18,34708,  ,1911.69,1911.69,0,A,2
2024,4412,18,34709,  ,337.11,337.11,0,A,0
2024,4412,18,34710,  ,832.48,832.48,0,A,2
2024,4412,18,34711,  ,308.53,308.53,0,A,0
2024,4412,18,34712,  ,684.08,684.08,0,A,2
2024,4412,18,34713,  ,128.88,128.88,0,A,0
2024,4412,18,34714,  ,281.84,281.84,0,A,0
2024,4412,18,34715,  ,313.14,313.14,0,A,0
2024,4412,18,34716,  ,388.8,388.8,0,A,0
2024,4412,18,34717,  ,464.06,464.06,0,A,0
2024,4412,18,34718,  ,1296.07,1296.07,0,A,2
2024,4412,18,34808,  ,212.75,212.75,0,A,0
2024,4412,18,34812,  ,216.09,216.09,0,A,0
2024,4412,18,34813,  ,246.54,246.54,0,A,0
2024,4412,18,34820,  ,353.81,353.81,0,A,0
2024,4412,18,34830,  ,1854.48,1854.48,0,A,2
2024,4412,18,34831,  ,2026.08,2026.08,0,A,2
2024,4412,18,34832,  ,1994.02,1994.02,0,A,2
2024,4412,18,34833,  ,413.04,413.04,0,A,0
2024,4412,18,34834,  ,135.76,135.76,0,A,0
2024,4412,18,35001,  ,1177.88,1177.88,0,A,2
2024,4412,18,35002,  ,1197.82,1197.82,0,A,2
2024,4412,18,35005,  ,1048.05,1048.05,0,A,2
2024,4412,18,35011,  ,1060.58,1060.58,0,A,2
2024,4412,18,35013,  ,1330.84,1330.84,0,A,2
2024,4412,18,35021,  ,1314.78,1314.78,0,A,2
2024,4412,18,35022,  ,1504.58,1504.58,0,A,2
2024,4412,18,35045,  ,1016.86,1016.86,0,A,2
2024,4412,18,35081,  ,1816.59,1816.59,0,A,2
2024,4412,18,35082,  ,2268.26,2268.26,0,A,2
2024,4412,18,35091,  ,1868.95,1868.95,0,A,2
2024,4412,18,35092,  ,2725.13,2725.13,0,A,2
2024,4412,18,35102,  ,1975.4,1975.4,0,A,2
2024,4412,18,35103,  ,2328.45,2328.45,0,A,2
2024,4412,18,35111,  ,1398.25,1398.25,0,A,2
2024,4412,18,35112,  ,1719.12,1719.12,0,A,2
2024,4412,18,35121,  ,1662.8,1662.8,0,A,2
2024,4412,18,35122,  ,1989.71,1989.71,0,A,2
2024,4412,18,35131,  ,1449.84,1449.84,0,A,2
2024,4412,18,35132,  ,1719.12,1719.12,0,A,2
2024,4412,18,35141,  ,1146.19,1146.19,0,A,2
2024,4412,18,35142,  ,1384.24,1384.24,0,A,2
2024,4412,18,35151,  ,1303.32,1303.32,0,A,2
2024,4412,18,35152,  ,1469.85,1469.85,0,A,2
2024,4412,18,35180,  ,826.12,826.12,0,A,2
