Year,Carrier Number,locality,CPT,Modifier,Non Facility Fee,Facility Fee,PCTC Indicator,Status Code,Multiple Surgery Indicator
2024,4412,18,G0011,  ,26.95,22.94,0,A,0
2024,4412,18,G0012,  ,14.55,14.55,5,A,0
2024,4412,18,G0013,  ,23.57,8.88,0,A,0
2024,4412,18,G0017,  ,216.43,190.05,0,A,0
2024,4412,18,G0018,  ,107.95,95.93,0,A,0
2024,4412,18,G0019,  ,82.11,51.06,0,A,0
2024,4412,18,G0022,  ,51.35,35.65,0,A,0
2024,4412,18,G0023,  ,82.11,51.06,0,A,0
2024,4412,18,G0024,  ,51.35,35.65,0,A,0
2024,4412,18,G0076,  ,50.46,50.46,0,A,0
2024,4412,18,G0077,  ,75.09,75.09,0,A,0
2024,4412,18,G0078,  ,123.08,123.08,0,A,0
2024,4412,18,G0079,  ,161.66,161.66,0,A,0
2024,4412,18,G0080,  ,212.55,212.55,0,A,0
2024,4412,18,G0081,  ,49.45,49.45,0,A,0
2024,4412,18,G0082,  ,79.78,79.78,0,A,0
2024,4412,18,G0083,  ,125.88,125.88,0,A,0
2024,4412,18,G0084,  ,178.06,178.06,0,A,0
2024,4412,18,G0085,  ,212.55,212.55,0,A,0
2024,4412,18,G0086,  ,75.93,75.93,0,A,0
2024,4412,18,G0087,  ,106.39,106.39,0,A,0
2024,4412,18,G0101,  ,40.51,28.49,0,A,0
2024,4412,18,G0102,  ,23.57,8.88,0,A,9
2024,4412,18,G0104,  ,188.56,58.35,0,A,2
2024,4412,18,G0105,  ,347.09,188.83,0,A,2
2024,4412,18,G0105,53,173.38,94.58,0,A,2
2024,4412,18,G0106,  ,220.76,220.76,1,A,0
2024,4412,18,G0106,TC,160.73,160.73,1,A,0
2024,4412,18,G0106,26,60.03,60.03,1,A,0
2024,4412,18,G0108,  ,55.29,55.29,0,A,0
2024,4412,18,G0109,  ,15.92,15.92,0,A,0
2024,4412,18,G0117,  ,64.2,64.2,0,T,0
2024,4412,18,G0118,  ,42.27,42.27,0,T,0
2024,4412,18,G0120,  ,220.76,220.76,1,A,0
2024,4412,18,G0120,TC,160.73,160.73,1,A,0
2024,4412,18,G0120,26,60.03,60.03,1,A,0
2024,4412,18,G0121,  ,347.56,189.3,0,A,2
2024,4412,18,G0121,53,173.85,95.05,0,A,2
2024,4412,18,G0124,  ,24.27,24.27,0,A,0
2024,4412,18,G0127,  ,24.24,7.54,0,R,2
2024,4412,18,G0128,  ,9.82,9.82,3,R,0
2024,4412,18,G0130,  ,37.08,37.08,1,A,0
2024,4412,18,G0130,TC,26.18,26.18,1,A,0
2024,4412,18,G0130,26,10.9,10.9,1,A,0
2024,4412,18,G0136,  ,19.23,9.22,0,A,0
2024,4412,18,G0140,  ,82.11,51.06,0,A,0
2024,4412,18,G0141,  ,24.27,24.27,0,A,0
2024,4412,18,G0146,  ,51.35,35.65,0,A,0
2024,4412,18,G0166,  ,103.37,103.37,5,A,9
2024,4412,18,G0168,  ,123.12,15.61,0,A,2
2024,4412,18,G0179,  ,42.64,42.64,0,A,0
2024,4412,18,G0180,  ,54.67,54.67,0,A,0
2024,4412,18,G0181,  ,107.09,107.09,0,A,0
2024,4412,18,G0182,  ,106.62,106.62,0,A,0
2024,4412,18,G0237,  ,11.49,11.49,5,A,0
2024,4412,18,G0238,  ,10.49,10.49,5,A,0
2024,4412,18,G0239,  ,13.16,13.16,5,A,0
2024,4412,18,G0245,  ,65.63,40.26,0,R,0
2024,4412,18,G0246,  ,39.5,20.13,0,R,0
2024,4412,18,G0247,  ,84.92,21.82,0,R,0
2024,4412,18,G0248,  ,100.7,100.7,3,R,0
2024,4412,18,G0249,  ,65.91,65.91,3,R,0
2024,4412,18,G0250,  ,8.88,8.88,2,R,0
2024,4412,18,G0268,  ,53.86,34.49,0,A,2
2024,4412,18,G0270,  ,32.02,27.34,0,A,0
2024,4412,18,G0271,  ,16.92,15.58,0,A,0
2024,4412,18,G0276,  ,378.35,378.35,0,R,2
2024,4412,18,G0277,  ,183.17,183.17,3,A,0
2024,4412,18,G0278,  ,14.26,14.26,0,A,0
2024,4412,18,G0279,  ,48.04,48.04,1,A,0
2024,4412,18,G0279,TC,19.36,19.36,1,A,0
2024,4412,18,G0279,26,28.67,28.67,1,A,0
2024,4412,18,G0281,  ,11.89,11.89,7,A,5
2024,4412,18,G0283,  ,11.89,11.89,7,A,5
2024,4412,18,G0288,  ,44.95,44.95,3,A,0
2024,4412,18,G0289,  ,89.4,89.4,0,A,0
2024,4412,18,G0296,  ,28.31,25.64,0,A,0
2024,4412,18,G0316,  ,32.48,30.81,0,A,0
2024,4412,18,G0317,  ,32.48,30.81,0,A,0
2024,4412,18,G0318,  ,31.95,30.61,0,A,0
2024,4412,18,G0323,  ,56.24,44.55,0,A,0
2024,4412,18,G0329,  ,10.84,10.84,7,A,5
2024,4412,18,G0341,  ,1598.21,319.47,0,A,2
2024,4412,18,G0342,  ,803.28,803.28,0,A,2
2024,4412,18,G0343,  ,1314.67,1314.67,0,A,2
2024,4412,18,G0372,  ,8.88,8.88,0,A,0
2024,4412,18,G0396,  ,35.3,32.3,0,A,0
2024,4412,18,G0397,  ,68.87,65.87,0,A,0
2024,4412,18,G0402,  ,169.52,133.46,0,A,0
2024,4412,18,G0403,  ,14.69,14.69,4,A,0
2024,4412,18,G0404,  ,6.48,6.48,3,A,0
2024,4412,18,G0405,  ,8.21,8.21,2,A,0
2024,4412,18,G0406,  ,42.56,42.56,0,A,0
2024,4412,18,G0407,  ,73.58,73.58,0,A,0
2024,4412,18,G0408,  ,107.33,107.33,0,A,0
2024,4412,18,G0409,  ,23.84,23.84,9,R,0
2024,4412,18,G0412,  ,765.2,765.2,0,A,2
2024,4412,18,G0413,  ,1121.68,1121.68,0,A,2
2024,4412,18,G0414,  ,1057.88,1057.88,0,A,2
2024,4412,18,G0415,  ,1442.43,1442.43,0,A,2
2024,4412,18,G0416,  ,366.39,366.39,1,A,0
2024,4412,18,G0416,TC,192.65,192.65,1,A,0
2024,4412,18,G0416,26,173.74,173.74,1,A,0
2024,4412,18,G0420,  ,110.71,110.71,0,A,0
2024,4412,18,G0421,  ,27.63,27.63,0,A,0
2024,4412,18,G0422,  ,130.87,130.87,0,A,0
2024,4412,18,G0423,  ,130.87,130.87,0,A,0
2024,4412,18,G0425,  ,94.95,94.95,0,A,0
2024,4412,18,G0426,  ,133.94,133.94,0,A,0
2024,4412,18,G0427,  ,188.56,188.56,0,A,0
2024,4412,18,G0429,  ,102.16,70.44,0,A,2
2024,4412,18,G0438,  ,169.18,169.18,0,A,0
2024,4412,18,G0439,  ,133,133,0,A,0
2024,4412,18,G0442,  ,19.23,9.22,0,A,0
2024,4412,18,G0443,  ,25.61,22.94,0,A,0
2024,4412,18,G0444,  ,19.23,9.22,0,A,0
2024,4412,18,G0445,  ,26.95,22.94,0,A,0
2024,4412,18,G0446,  ,25.94,23.27,0,A,0
2024,4412,18,G0447,  ,25.94,22.94,0,A,0
2024,4412,18,G0451,  ,11.82,11.82,5,A,0
2024,4412,18,G0452,  ,49.83,49.83,1,A,0
2024,4412,18,G0452,TC,3.47,3.47,1,A,0
2024,4412,18,G0452,26,46.35,46.35,1,A,0
2024,4412,18,G0453,  ,32.61,32.61,0,A,0
2024,4412,18,G0454,  ,8.88,8.88,0,A,0
2024,4412,18,G0455,  ,133.73,72.3,0,A,0
2024,4412,18,G0459,  ,43.09,43.09,0,A,0
2024,4412,18,G0473,  ,12.57,11.57,9,A,9
2024,4412,18,G0500,  ,57.87,6.12,9,A,9
2024,4412,18,G0506,  ,63.9,44.87,0,A,0
2024,4412,18,G0508,  ,210.39,210.39,0,A,0
2024,4412,18,G0509,  ,194.18,194.18,0,A,0
2024,4412,18,G0513,  ,64.61,60.27,0,A,0
2024,4412,18,G0514,  ,64.95,60.61,0,A,0
2024,4412,18,G0516,  ,199.14,97.97,0,A,2
2024,4412,18,G0517,  ,221.08,111.57,0,A,2
2024,4412,18,G0518,  ,386.76,183.09,0,A,2
2024,4412,18,G2001,  ,50.46,50.46,0,A,0
2024,4412,18,G2002,  ,75.09,75.09,0,A,0
2024,4412,18,G2003,  ,123.08,123.08,0,A,0
2024,4412,18,G2004,  ,161.66,161.66,0,A,0
2024,4412,18,G2005,  ,212.55,212.55,0,A,0
2024,4412,18,G2006,  ,49.45,49.45,0,A,0
2024,4412,18,G2007,  ,79.78,79.78,0,A,0
2024,4412,18,G2008,  ,125.88,125.88,0,A,0
2024,4412,18,G2009,  ,178.06,178.06,0,A,0
2024,4412,18,G2010,  ,12.55,9.22,0,A,0
2024,4412,18,G2011,  ,17.22,17.22,0,A,0
2024,4412,18,G2012,  ,14.38,13.05,0,A,0
2024,4412,18,G2013,  ,212.55,212.55,0,A,0
2024,4412,18,G2014,  ,75.93,75.93,0,A,0
2024,4412,18,G2015,  ,106.39,106.39,0,A,0
2024,4412,18,G2082,  ,857.39,36.39,0,A,0
2024,4412,18,G2083,  ,1216.64,36.39,0,A,0
2024,4412,18,G2086,  ,474.58,410.81,0,A,0
2024,4412,18,G2087,  ,439.4,396.99,0,A,0
2024,4412,18,G2088,  ,59.74,39.04,0,A,0
2024,4412,18,G2211,  ,16.75,16.75,0,A,0
2024,4412,18,G2212,  ,33.28,31.95,0,A,0
2024,4412,18,G2213,  ,65.73,62.06,0,A,0
2024,4412,18,G2214,  ,58.38,39.02,0,A,0
2024,4412,18,G2250,  ,12.55,9.22,0,A,0
2024,4412,18,G2251,  ,14.38,13.05,0,A,0
2024,4412,18,G2252,  ,26.96,25.3,0,A,0
2024,4412,18,G3002,  ,84.82,75.8,0,A,0
2024,4412,18,G3003,  ,31.11,26.43,0,A,0
2024,4412,18,G6001,  ,180.91,180.91,1,A,0
2024,4412,18,G6001,TC,149.04,149.04,1,A,0
2024,4412,18,G6001,26,31.87,31.87,1,A,0
2024,4412,18,G6002,  ,76,76,1,A,0
2024,4412,18,G6002,TC,55.22,55.22,1,A,0
2024,4412,18,G6002,26,20.78,20.78,1,A,0
2024,4412,18,G6003,  ,154.38,154.38,3,A,0
2024,4412,18,G6004,  ,126.67,126.67,3,A,0
2024,4412,18,G6005,  ,127.01,127.01,3,A,0
2024,4412,18,G6006,  ,126.01,126.01,3,A,0
2024,4412,18,G6007,  ,230.51,230.51,3,A,0
2024,4412,18,G6008,  ,174.89,174.89,3,A,0
2024,4412,18,G6009,  ,174.55,174.55,3,A,0
2024,4412,18,G6010,  ,173.22,173.22,3,A,0
2024,4412,18,G6011,  ,229.98,229.98,3,A,0
2024,4412,18,G6012,  ,230.31,230.31,3,A,0
2024,4412,18,G6013,  ,231.31,231.31,3,A,0
2024,4412,18,G6014,  ,229.64,229.64,3,A,0
2024,4412,18,G6015,  ,357.39,357.39,3,A,0
2024,4412,18,G6016,  ,355.04,355.04,3,A,0
2024,4412,18,G9157,  ,96.06,96.06,2,A,9
2024,4412,18,G9187,  ,48.22,48.22,0,A,0
2024,4412,18,G9481,  ,19.02,19.02,0,A,0
2024,4412,18,G9482,  ,35.14,35.14,0,A,0
2024,4412,18,G9483,  ,55.43,55.43,0,A,0
2024,4412,18,G9484,  ,93.28,93.28,0,A,0
2024,4412,18,G9485,  ,122.48,122.48,0,A,0
2024,4412,18,G9486,  ,19.02,19.02,0,A,0
2024,4412,18,G9487,  ,37.43,37.43,0,A,0
2024,4412,18,G9488,  ,57.2,57.2,0,A,0
2024,4412,18,G9489,  ,81.54,81.54,0,A,0
2024,4412,18,G9490,  ,48.22,48.22,0,A,0
2024,4412,18,G9685,  ,189.96,189.96,0,A,0
2024,4412,18,G9868,  ,27,27,9,A,9
2024,4412,18,G9869,  ,36.12,36.12,9,A,9
2024,4412,18,G9870,  ,45.23,45.23,9,A,9
2024,4412,18,G9978,  ,50.4,28.7,0,A,0
2024,4412,18,G9979,  ,73.87,48.5,0,A,0
2024,4412,18,G9980,  ,108.52,78.14,0,A,0
2024,4412,18,G9981,  ,166.06,131.01,0,A,0
2024,4412,18,G9982,  ,215.63,174.89,0,A,0
2024,4412,18,G9983,  ,50.4,28.7,0,A,0
2024,4412,18,G9984,  ,81.84,56.13,0,A,0
2024,4412,18,G9985,  ,116.96,84.91,0,A,0
2024,4412,18,G9986,  ,161.67,123.94,0,A,0
2024,4412,18,G9987,  ,48.22,48.22,0,A,0
2024,4412,18,P3001,  ,24.27,24.27,0,A,0
2024,4412,18,Q0035,  ,18.03,18.03,1,A,0
2024,4412,18,Q0035,TC,9.82,9.82,1,A,0
2024,4412,18,Q0035,26,8.21,8.21,1,A,0
2024,4412,18,Q0091,  ,44.81,18.43,0,A,0
2024,4412,18,Q0092,  ,26.18,26.18,3,A,0
2024,4412,18,0446T,  ,3103.72,57.45,0,A,2
2024,4412,18,0447T,  ,101.4,67.34,0,A,2
2024,4412,18,0448T,  ,3090.52,95.67,0,A,2
2024,4412,18,0509T,  ,76.54,76.54,1,A,7
2024,4412,18,0509T,TC,55.56,55.56,1,A,7
2024,4412,18,0509T,26,20.98,20.98,1,A,7
2024,4412,18,10004,  ,54.47,45.12,0,A,0
2024,4412,18,10005,  ,137.25,74.81,0,A,2
2024,4412,18,10006,  ,61.81,51.13,0,A,0
2024,4412,18,10007,  ,307.79,92.11,0,A,2
2024,4412,18,10008,  ,143.69,53.21,0,A,0
2024,4412,18,10009,  ,430.83,110.64,0,A,2
2024,4412,18,10010,  ,238.82,74.56,0,A,0
2024,4412,18,10021,  ,103.77,56.69,0,A,2
2024,4412,18,10030,  ,639.22,137.74,9,A,2
2024,4412,18,10035,  ,363.84,85.39,0,A,2
2024,4412,18,10036,  ,297.14,43.4,0,A,0
2024,4412,18,10040,  ,118.54,53.44,0,A,2
2024,4412,18,10060,  ,130.08,109.71,0,A,2
2024,4412,18,10061,  ,221.24,190.86,0,A,2
2024,4412,18,10080,  ,254.89,109.32,0,A,2
2024,4412,18,10081,  ,352.83,179.21,0,A,2
2024,4412,18,10120,  ,155.72,108.98,0,A,2
2024,4412,18,10121,  ,272.51,190.71,0,A,2
2024,4412,18,10140,  ,174.36,122.61,0,A,2
2024,4412,18,10160,  ,133.16,99.78,0,A,2
2024,4412,18,10180,  ,272.16,187.69,0,A,2
2024,4412,18,11000,  ,60.32,28.27,0,A,2
2024,4412,18,11001,  ,27.89,15.21,0,A,0
2024,4412,18,11004,  ,594.31,594.31,0,A,2
2024,4412,18,11005,  ,817.67,817.67,0,A,0
2024,4412,18,11006,  ,736.03,736.03,0,A,2
2024,4412,18,11008,  ,288.22,288.22,0,A,0
2024,4412,18,11010,  ,460.26,287.31,0,A,2
2024,4412,18,11011,  ,516.06,311.4,0,A,2
2024,4412,18,11012,  ,673.01,434.63,0,A,2
2024,4412,18,11042,  ,132.34,62.56,0,A,2
2024,4412,18,11043,  ,239.77,159.31,0,A,2
2024,4412,18,11044,  ,322.59,234.78,0,A,2
2024,4412,18,11045,  ,41.33,26.3,0,A,0
2024,4412,18,11046,  ,76.06,57.37,0,A,0
2024,4412,18,11047,  ,126.25,101.54,0,A,0
2024,4412,18,11055,  ,71.98,15.89,0,R,2
2024,4412,18,11056,  ,83.52,22.43,0,R,2
2024,4412,18,11057,  ,91.39,29.29,0,R,2
2024,4412,18,11102,  ,102.02,38.58,0,A,2
2024,4412,18,11103,  ,51.09,22.38,0,A,0
2024,4412,18,11104,  ,127.19,48.06,0,A,2
2024,4412,18,11105,  ,60.74,26.35,0,A,0
2024,4412,18,11106,  ,158.05,58.22,0,A,2
2024,4412,18,11107,  ,72.59,31.53,0,A,0
2024,4412,18,11200,  ,94.67,78.64,0,A,2
2024,4412,18,11201,  ,18.87,16.54,0,A,0
2024,4412,18,11300,  ,102,34.89,0,A,2
2024,4412,18,11301,  ,123.54,52.43,0,A,2
2024,4412,18,11302,  ,139.43,60.97,0,A,2
2024,4412,18,11303,  ,154.6,72.8,0,A,2
2024,4412,18,11305,  ,106.74,38.3,0,A,2
2024,4412,18,11306,  ,124.43,49.98,0,A,2
2024,4412,18,11307,  ,140.95,63.83,0,A,2
2024,4412,18,11308,  ,148.53,71.4,0,A,2
2024,4412,18,11310,  ,117.7,46.58,0,A,2
2024,4412,18,11311,  ,139.25,64.13,0,A,2
2024,4412,18,11312,  ,158.29,75.82,0,A,2
2024,4412,18,11313,  ,184.81,98.34,0,A,2
2024,4412,18,11400,  ,131.16,87.09,0,A,2
2024,4412,18,11401,  ,159.89,109.14,0,A,2
2024,4412,18,11402,  ,176.38,119.62,0,A,2
2024,4412,18,11403,  ,203.98,155.23,0,A,2
2024,4412,18,11404,  ,231.54,171.44,0,A,2
2024,4412,18,11406,  ,331.73,260.28,0,A,2
2024,4412,18,11420,  ,129.27,84.53,0,A,2
2024,4412,18,11421,  ,163.76,112.68,0,A,2
2024,4412,18,11422,  ,184.08,140.34,0,A,2
2024,4412,18,11423,  ,211.4,162.66,0,A,2
2024,4412,18,11424,  ,245.63,188.2,0,A,2
2024,4412,18,11426,  ,340.21,279.11,0,A,2
2024,4412,18,11440,  ,146.44,110.05,0,A,2
2024,4412,18,11441,  ,178.88,137.81,0,A,2
2024,4412,18,11442,  ,198.87,152.13,0,A,2
2024,4412,18,11443,  ,234.89,185.47,0,A,2
2024,4412,18,11444,  ,292.24,233.81,0,A,2
2024,4412,18,11446,  ,397.24,329.13,0,A,2
2024,4412,18,11450,  ,444.55,276.28,0,A,2
2024,4412,18,11451,  ,542.32,349,0,A,2
2024,4412,18,11462,  ,431.64,262.7,0,A,2
2024,4412,18,11463,  ,548.45,350.13,0,A,2
2024,4412,18,11470,  ,469.99,301.71,0,A,2
2024,4412,18,11471,  ,563.31,368.66,0,A,2
2024,4412,18,11600,  ,202.22,126.44,0,A,2
2024,4412,18,11601,  ,234.18,152.71,0,A,2
2024,4412,18,11602,  ,250.27,165.47,0,A,2
2024,4412,18,11603,  ,285.75,198.27,0,A,2
2024,4412,18,11604,  ,319.01,218.85,0,A,2
2024,4412,18,11606,  ,463.99,329.44,0,A,2
2024,4412,18,11620,  ,203.37,127.58,0,A,2
2024,4412,18,11621,  ,234.98,153.52,0,A,2
2024,4412,18,11622,  ,259.55,174.08,0,A,2
2024,4412,18,11623,  ,304.03,215.22,0,A,2
2024,4412,18,11624,  ,347.23,245.74,0,A,2
2024,4412,18,11626,  ,419.75,302.23,0,A,2
2024,4412,18,11640,  ,208.11,130.66,0,A,2
2024,4412,18,11641,  ,242.83,160.03,0,A,2
2024,4412,18,11642,  ,275.32,187.52,0,A,2
2024,4412,18,11643,  ,323.98,234.17,0,A,2
2024,4412,18,11644,  ,400.6,290.76,0,A,2
2024,4412,18,11646,  ,522.16,403.3,0,A,2
2024,4412,18,11719,  ,14.55,7.54,0,R,2
2024,4412,18,11720,  ,33.58,14.55,0,A,0
2024,4412,18,11721,  ,45.48,24.11,0,A,0
2024,4412,18,11730,  ,117.12,55.02,0,A,2
2024,4412,18,11732,  ,33.6,17.24,0,A,0
2024,4412,18,11740,  ,58.63,32.93,0,A,2
2024,4412,18,11750,  ,163.93,104.5,0,A,2
2024,4412,18,11755,  ,124.34,61.91,0,A,2
2024,4412,18,11760,  ,188.8,113.01,0,A,2
2024,4412,18,11762,  ,294.67,192.84,0,A,2
2024,4412,18,11765,  ,168.74,95.28,0,A,2
2024,4412,18,11770,  ,365.33,196.05,0,A,2
2024,4412,18,11771,  ,655.51,475.89,0,A,2
2024,4412,18,11772,  ,802.05,609.74,0,A,2
2024,4412,18,11900,  ,58.76,30.72,0,A,2
2024,4412,18,11901,  ,71.82,46.45,0,A,2
2024,4412,18,11920,  ,206.3,118.49,0,R,2
2024,4412,18,11921,  ,228.13,135.98,0,R,2
2024,4412,18,11922,  ,62.83,30.11,0,R,0
2024,4412,18,11950,  ,84.6,54.22,0,R,2
2024,4412,18,11951,  ,112.59,75.86,0,R,2
2024,4412,18,11952,  ,150.71,106.64,0,R,2
2024,4412,18,11954,  ,165.87,116.45,0,R,2
2024,4412,18,11960,  ,1052.83,1052.83,0,A,2
2024,4412,18,11970,  ,587.44,587.44,0,A,2
2024,4412,18,11971,  ,577.37,577.37,0,A,2
2024,4412,18,11976,  ,150.61,97.19,0,R,2
2024,4412,18,11980,  ,96.92,57.52,0,A,2
2024,4412,18,11981,  ,104.42,65.69,0,A,2
2024,4412,18,11982,  ,115.25,76.52,0,A,2
2024,4412,18,11983,  ,147.86,108.13,0,A,2
2024,4412,18,12001,  ,97.29,47.21,0,A,2
2024,4412,18,12002,  ,118.24,62.15,0,A,2
2024,4412,18,12004,  ,138.33,77.9,0,A,2
2024,4412,18,12005,  ,184.42,100.61,0,A,2
2024,4412,18,12006,  ,212.89,122.75,0,A,2
2024,4412,18,12007,  ,242.28,152.47,0,A,2
2024,4412,18,12011,  ,116.08,58.65,0,A,2
2024,4412,18,12013,  ,121.21,61.45,0,A,2
2024,4412,18,12014,  ,148.47,79.69,0,A,2
2024,4412,18,12015,  ,179.41,99.95,0,A,2
2024,4412,18,12016,  ,227.97,135.49,0,A,2
2024,4412,18,12017,  ,164.07,164.07,0,A,2
2024,4412,18,12018,  ,184.67,184.67,0,A,2
2024,4412,18,12020,  ,308.14,195.63,0,A,2
2024,4412,18,12021,  ,183.5,146.78,0,A,2
2024,4412,18,12031,  ,268.21,155.69,0,A,2
2024,4412,18,12032,  ,310,195.15,0,A,2
2024,4412,18,12034,  ,342.7,211.83,0,A,2
2024,4412,18,12035,  ,400.76,251.52,0,A,2
2024,4412,18,12036,  ,449.15,296.23,0,A,2
2024,4412,18,12037,  ,505.62,344.69,0,A,2
2024,4412,18,12041,  ,269.04,149.52,0,A,2
2024,4412,18,12042,  ,316.99,201.13,0,A,2
2024,4412,18,12044,  ,391.54,221.6,0,A,2
2024,4412,18,12045,  ,426.04,285.14,0,A,2
2024,4412,18,12046,  ,519.86,336.56,0,A,2
2024,4412,18,12047,  ,569.87,373.55,0,A,2
2024,4412,18,12051,  ,289.84,174.65,0,A,2
2024,4412,18,12052,  ,322.63,205.1,0,A,2
2024,4412,18,12053,  ,371.49,221.58,0,A,2
2024,4412,18,12054,  ,392.6,228.33,0,A,2
2024,4412,18,12055,  ,517.75,314.75,0,A,2
2024,4412,18,12056,  ,596.79,399.81,0,A,2
2024,4412,18,12057,  ,625.99,437.01,0,A,2
2024,4412,18,13100,  ,347.79,205.89,0,A,2
2024,4412,18,13101,  ,404.6,252.69,0,A,2
2024,4412,18,13102,  ,119.68,74.27,0,A,0
2024,4412,18,13120,  ,362.5,237.3,0,A,2
2024,4412,18,13121,  ,433.84,264.23,0,A,2
2024,4412,18,13122,  ,130.37,85.3,0,A,0
2024,4412,18,13131,  ,396.55,248.31,0,A,2
2024,4412,18,13132,  ,480.61,309.67,0,A,2
2024,4412,18,13133,  ,172.99,128.92,0,A,0
2024,4412,18,13151,  ,432.57,285.33,0,A,2
2024,4412,18,13152,  ,508.35,344.08,0,A,2
2024,4412,18,13153,  ,190.84,141.09,0,A,0
2024,4412,18,13160,  ,830.01,830.01,0,A,2
2024,4412,18,14000,  ,659.44,525.23,0,A,2
2024,4412,18,14001,  ,842.84,681.91,0,A,2
2024,4412,18,14020,  ,725.98,586.42,0,A,2
2024,4412,18,14021,  ,895.02,732.09,0,A,2
2024,4412,18,14040,  ,783.52,643.63,0,A,2
2024,4412,18,14041,  ,950.91,784.64,0,A,2
2024,4412,18,14060,  ,792.04,684.86,0,A,2
2024,4412,18,14061,  ,1026.29,842.66,0,A,2
2024,4412,18,14301,  ,1120.43,902.08,0,A,2
2024,4412,18,14302,  ,224.23,224.23,0,A,0
2024,4412,18,14350,  ,696.88,696.88,0,A,2
2024,4412,18,15002,  ,354.15,228.28,0,A,0
2024,4412,18,15003,  ,72.17,47.46,0,A,0
2024,4412,18,15004,  ,402.69,267.47,0,A,0
2024,4412,18,15005,  ,121.23,93.86,0,A,0
2024,4412,18,15040,  ,267.76,130.87,0,A,0
2024,4412,18,15050,  ,605.64,475.77,0,A,2
2024,4412,18,15100,  ,902.12,747.87,0,A,2
2024,4412,18,15101,  ,191.4,115.94,0,A,0
2024,4412,18,15110,  ,869.42,749.56,0,A,2
2024,4412,18,15111,  ,119.54,107.18,0,A,0
2024,4412,18,15115,  ,839.63,725.44,0,A,2
2024,4412,18,15116,  ,161.6,145.57,0,A,0
2024,4412,18,15120,  ,876.33,718.41,0,A,2
2024,4412,18,15121,  ,213.14,137.02,0,A,0
2024,4412,18,15130,  ,744.71,621.51,0,A,2
2024,4412,18,15131,  ,101.36,92.67,0,A,0
2024,4412,18,15135,  ,900.67,784.15,0,A,2
2024,4412,18,15136,  ,100.02,92.67,0,A,0
2024,4412,18,15150,  ,744.82,678.72,0,A,2
2024,4412,18,15151,  ,125.82,115.8,0,A,0
2024,4412,18,15152,  ,155.18,145.83,0,A,0
2024,4412,18,15155,  ,825.81,758.7,0,A,2
2024,4412,18,15156,  ,169.86,159.84,0,A,0
2024,4412,18,15157,  ,188.46,174.1,0,A,0
2024,4412,18,15200,  ,871.02,701.74,0,A,2
2024,4412,18,15201,  ,143.76,79.65,0,A,0
2024,4412,18,15220,  ,793.97,631.37,0,A,2
2024,4412,18,15221,  ,132.48,71.72,0,A,0
2024,4412,18,15240,  ,958.45,821.9,0,A,2
2024,4412,18,15241,  ,179.49,111.04,0,A,0
2024,4412,18,15260,  ,1028.01,869.42,0,A,2
2024,4412,18,15261,  ,210.27,139.49,0,A,0
2024,4412,18,15271,  ,158.11,86.99,0,A,2
2024,4412,18,15272,  ,25.5,17.49,0,A,0
2024,4412,18,15273,  ,319.1,203.58,0,A,2
2024,4412,18,15274,  ,83.72,46.66,0,A,0
2024,4412,18,15275,  ,162.5,95.72,0,A,2
2024,4412,18,15276,  ,33.51,25.84,0,A,0
2024,4412,18,15277,  ,352.41,231.89,0,A,2
2024,4412,18,15278,  ,97.89,58.16,0,A,0
2024,4412,18,15570,  ,941.44,761.82,0,A,2
2024,4412,18,15572,  ,915,767.43,0,A,2
2024,4412,18,15574,  ,916.93,768.69,0,A,2
2024,4412,18,15576,  ,803.24,667.36,0,A,2
2024,4412,18,15600,  ,346.96,220.42,0,A,2
2024,4412,18,15610,  ,378.27,254.07,0,A,2
2024,4412,18,15620,  ,460.41,338.88,0,A,2
2024,4412,18,15630,  ,475.48,355.62,0,A,2
2024,4412,18,15650,  ,559.99,421.1,0,A,2
2024,4412,18,15730,  ,1450.66,940.51,0,A,2
2024,4412,18,15731,  ,1162.22,1033.68,0,A,2
2024,4412,18,15733,  ,1070.34,1070.34,0,A,2
2024,4412,18,15734,  ,1578.49,1578.49,0,A,2
2024,4412,18,15736,  ,1272.35,1272.35,0,A,2
2024,4412,18,15738,  ,1325.09,1325.09,0,A,2
2024,4412,18,15740,  ,1048.57,873.62,0,A,2
2024,4412,18,15750,  ,977.66,977.66,0,A,2
2024,4412,18,15756,  ,2373.65,2373.65,0,A,2
2024,4412,18,15757,  ,2355.73,2355.73,0,A,2
2024,4412,18,15758,  ,2345.35,2345.35,0,A,2
2024,4412,18,15760,  ,872.84,722.26,0,A,2
2024,4412,18,15769,  ,502.92,502.92,0,A,2
2024,4412,18,15770,  ,700.97,700.97,0,A,2
2024,4412,18,15771,  ,634.69,534.86,0,A,2
2024,4412,18,15772,  ,199.11,154.37,0,A,0
2024,4412,18,15773,  ,618.62,522.8,0,A,2
2024,4412,18,15774,  ,193.46,149.06,0,A,0
2024,4412,18,15775,  ,388.59,265.39,0,R,2
2024,4412,18,15776,  ,526.24,364.31,0,R,2
2024,4412,18,15777,  ,223.61,223.61,0,A,0
2024,4412,18,15778,  ,408.1,408.1,0,A,2
2024,4412,18,15780,  ,867.01,681.04,0,A,2
2024,4412,18,15781,  ,550.78,441.27,0,A,2
2024,4412,18,15782,  ,496.63,379.78,0,A,2
2024,4412,18,15783,  ,461.1,364.94,0,A,2
